chunk_id,document_id,text,source_file,title,document_type,chapter,section,article,clause,effective_date,status,so_ky_hieu,co_quan_ban_hanh,ngay_ban_hanh,linh_vuc,nganh,nguoi_ky,chuc_danh,allowed_roles
112025_chunk_195,112025,"Điều 108. Thủ tục chi trả từ Quỹ bảo vệ người được bảo hiểm
1. Doanh nghiệp bảo hiểm, chi nhánh nước ngoài có trách nhiệm gửi Bộ Tài chính 01 bộ hồ sơ bao gồm các tài liệu sau:
a) Văn bản đề nghị sử dụng Quỹ theo mẫu do Bộ Tài chính quy định;
b) Văn bản xác nhận của cơ quan có thẩm quyền về phương án phân chia giá trị tài sản của doanh nghiệp bảo hiểm đã được thực hiện xong (đối với trường hợp doanh nghiệp bảo hiểm bị phá sản);
c) Bảng thống kê danh sách người được bảo hiểm và các hồ sơ yêu cầu trả tiền bảo hiểm, giá trị hoàn lại; trả tiền bồi thường bảo hiểm; hoàn phí bảo hiểm theo thỏa thuận tại hợp đồng bảo hiểm mà doanh nghiệp bảo hiểm, chi nhánh nước ngoài không có khả năng thanh toán; các khoản phải thu bồi thường nhượng tái bảo hiểm; thu đòi người thứ ba tại thời điểm Bộ Tài chính có quyết định về việc chấm dứt áp dụng các biện pháp khôi phục khả năng thanh toán (đối với trường hợp doanh nghiệp bảo hiểm, chi nhánh nước ngoài mất khả năng thanh toán) hoặc tại thời điểm đã thực hiện xong phương án phân chia giá trị tài sản của doanh nghiệp (đối với trường hợp doanh nghiệp bảo hiểm bị phá sản).
2. Trong thời hạn 30 ngày, kể từ ngày nhận được đầy đủ hồ sơ theo quy định tại khoản 1 Điều này, Bộ Tài chính có trách nhiệm thực hiện các công việc sau:
a) Kiểm tra hồ sơ yêu cầu chi trả tiền bảo hiểm, giá trị hoàn lại; trả tiền bồi thường bảo hiểm; hoàn phí bảo hiểm của doanh nghiệp bảo hiểm, chi nhánh nước ngoài để xác định chính xác số tiền chi trả;
b) Xây dựng phương án chi trả tiền bảo hiểm, giá trị hoàn lại; trả tiền bồi thường;
c) Thông báo công khai việc chi trả cho người được bảo hiểm trên các báo hàng ngày (ít nhất trên một tờ báo trung ương hoặc một tờ báo địa phương nơi đặt trụ sở chính, các chi nhánh và địa điểm giao dịch của doanh nghiệp bảo hiểm, chi nhánh nước ngoài) bằng tiếng Việt trong 03 số liên tiếp, đồng thời niêm yết danh sách các đối tượng được chi trả tại trụ sở chính, các chi nhánh, địa điểm giao dịch của doanh nghiệp bảo hiểm, chi nhánh nước ngoài và trang thông tin điện tử của Bộ Tài chính, doanh nghiệp bảo hiểm, chi nhánh nước ngoài. Nội dung thông báo phải nêu rõ địa điểm, thời gian, phương thức chi trả tiền của Quỹ;
d) Thực hiện chi trả Quỹ.
3. Các đối tượng được Quỹ chi trả tiền bảo hiểm, giá trị hoàn lại; trả tiền bồi thường bảo hiểm; hoàn phí bảo hiểm phải đáp ứng các điều kiện sau:
a) Có tên trong bảng thống kê danh sách kèm theo hồ sơ đã được Bộ Tài chính quyết định chi trả;
b) Có các giấy tờ chứng minh quyền lợi hợp pháp đối với các khoản tiền chi trả của Quỹ bao gồm: Thẻ căn cước công dân, giấy chứng minh nhân dân, hộ chiếu hoặc các giấy tờ chứng thực cá nhân hợp pháp khác; hợp đồng bảo hiểm; giấy ủy quyền nhận tiền (nếu có).",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương VIII,Mục 2,Điều 108,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_196,112025,"Điều 109. Hoạt động đầu tư của Quỹ bảo vệ người được bảo hiểm
1. Nguồn tiền nhàn rỗi của Quỹ chỉ được thực hiện đầu tư tại Việt Nam để mua trái phiếu Chính phủ, trái phiếu doanh nghiệp được Chính phủ bảo lãnh, gửi tiền tại các ngân hàng thương mại.
2. Bộ Tài chính tự thực hiện hoặc ủy thác cho một tổ chức thực hiện đầu tư nguồn tiền nhàn rỗi của Quỹ. Trường hợp ủy thác đầu tư, tổ chức nhận ủy thác đầu tư phải được cơ quan có thẩm quyền cấp phép thực hiện hoạt động nhận ủy thác đầu tư phù hợp với nội dung nhận ủy thác đầu tư.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương VIII,Mục 2,Điều 109,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_197,112025,"Chương IX
QUẢN LÝ GIÁM SÁT",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương IX,Mục 2,,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_198,112025,"Điều 110. Trách nhiệm của Bộ Tài chính
1. Hướng dẫn thực hiện các văn bản quy phạm pháp luật về kinh doanh bảo hiểm; xây dựng các chính sách, chế độ liên quan đến hoạt động kinh doanh bảo hiểm, chiến lược, quy hoạch, kế hoạch và chính sách phát triển thị trường bảo hiểm Việt Nam.
2. Cấp và thu hồi Giấy phép của doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm; cấp và thu hồi Giấy phép đặt Văn phòng đại diện của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm nước ngoài tại Việt Nam.
3. Ban hành, phê chuẩn, hướng dẫn thực hiện quy tắc, điều khoản, biểu phí, hoa hồng bảo hiểm.
4. Giám sát hoạt động kinh doanh bảo hiểm thông qua hoạt động nghiệp vụ, tình hình tài chính, quản trị doanh nghiệp, quản trị rủi ro và việc chấp hành pháp luật của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm, chi nhánh nước ngoài. Áp dụng các biện pháp cần thiết để doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm bảo đảm các yêu cầu về tài chính và thực hiện những cam kết với bên mua bảo hiểm.
5. Tổ chức thông tin, thống kê và dự báo tình hình thị trường bảo hiểm.
6. Hợp tác quốc tế trong lĩnh vực bảo hiểm.
7. Chấp thuận việc doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm hoạt động ở nước ngoài.
8. Quản lý hoạt động của Văn phòng đại diện của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm nước ngoài tại Việt Nam.
9. Tổ chức việc đào tạo, xây dựng đội ngũ cán bộ quản lý và chuyên môn, nghiệp vụ về bảo hiểm.
10. Thanh tra, kiểm tra hoạt động kinh doanh bảo hiểm; giải quyết khiếu nại, tố cáo và xử lý vi phạm pháp luật về kinh doanh bảo hiểm.
11. Tổ chức tuyên truyền pháp luật về kinh doanh bảo hiểm.
12. Tổ chức bộ máy để thực hiện nhiệm vụ quản lý nhà nước về kinh doanh bảo hiểm.
13. Quản lý việc sử dụng Quỹ bảo vệ người được bảo hiểm.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương IX,Mục 2,Điều 110,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
112025_chunk_199,112025,"Điều 111. Trách nhiệm của các bộ, cơ quan ngang bộ
Các bộ, cơ quan ngang bộ, trong phạm vi, nhiệm vụ, quyền hạn của mình có trách nhiệm:
1. Phối hợp với Bộ Tài chính trong việc xây dựng các chính sách, chế độ liên quan đến hoạt động kinh doanh bảo hiểm.
2. Phối hợp với Bộ Tài chính trong việc kiểm tra, giám sát việc thực hiện pháp luật về kinh doanh bảo hiểm và xử lý vi phạm pháp luật về kinh doanh bảo hiểm.
3. Thực hiện các nhiệm vụ khác thuộc thẩm quyền theo quy định pháp luật.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương IX,Mục 2,Điều 111,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_200,112025,"Điều 112. Trách nhiệm của Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương
Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương trong phạm vi, nhiệm vụ, quyền hạn của mình có trách nhiệm:
1. Giải quyết các thủ tục liên quan đến việc thành lập và hoạt động của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm, Văn phòng đại diện của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm nước ngoài tại Việt Nam trên địa bàn quản lý, sau khi đã được Bộ Tài chính cấp Giấy phép.
2. Phối hợp với Bộ Tài chính trong việc xử lý vi phạm pháp luật về kinh doanh bảo hiểm trong phạm vi địa bàn quản lý.
3. Thực hiện các nhiệm vụ khác theo quy định pháp luật.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương IX,Mục 2,Điều 112,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_201,112025,"Chương X
THANH TRA, KIỂM TRA VÀ XỬ LÝ VI PHẠM",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương X,Mục 2,,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_202,112025,"Điều 113. Thanh tra, kiểm tra hoạt động kinh doanh bảo hiểm
1. Việc thanh tra hoạt động kinh doanh bảo hiểm thực hiện theo Điều 122 của Luật kinh doanh bảo hiểm và tuân thủ các quy định pháp luật về thanh tra đối với doanh nghiệp.
2. Việc kiểm tra hoạt động kinh doanh bảo hiểm thực hiện theo quy định sau:
a) Việc kiểm tra hoạt động kinh doanh bảo hiểm phải được thực hiện đúng chức năng, đúng thẩm quyền và tuân thủ quy định pháp luật, không được tiến hành trùng lặp, không quá một lần về cùng một nội dung trong một năm đối với một doanh nghiệp (trừ trường hợp kiểm tra đột xuất);
b) Khi tiến hành kiểm tra phải có quyết định của người có thẩm quyền, khi kết thúc kiểm tra phải có biên bản kết luận kiểm tra. Trưởng đoàn kiểm tra chịu trách nhiệm về nội dung biên bản và kết luận kiểm tra.
3. Việc thanh tra, kiểm tra hoạt động kinh doanh bảo hiểm của chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài tại Việt Nam thực hiện theo quy định sau:
a) Bộ Tài chính Việt Nam thực hiện thanh tra, kiểm tra hoạt động của chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài tại Việt Nam theo quy định pháp luật;
b) Cơ quan quản lý nhà nước về bảo hiểm nước ngoài nơi doanh nghiệp đóng trụ sở chính thực hiện thanh tra, kiểm tra hoạt động của chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài tại Việt Nam như sau:
- Trước khi tiến hành thanh tra, kiểm tra, cơ quan quản lý nhà nước về bảo hiểm nước ngoài nơi doanh nghiệp đóng trụ sở chính phải thông báo kế hoạch thanh tra, kiểm tra cho Bộ Tài chính;
- Sau khi kết thúc thanh tra, kiểm tra, cơ quan quản lý nhà nước về bảo hiểm nước ngoài nơi doanh nghiệp đóng trụ sở chính phải cung cấp kết quả thanh tra, kiểm tra cho Bộ Tài chính.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương X,Mục 2,Điều 113,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_203,112025,"Điều 114. Xử lý vi phạm
Tổ chức, cá nhân có hành vi vi phạm pháp luật về kinh doanh bảo hiểm thì tùy theo tính chất và mức độ vi phạm mà bị xử lý kỷ luật, xử phạt vi phạm hành chính hoặc truy cứu trách nhiệm hình sự theo quy định pháp luật.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương X,Mục 2,Điều 114,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Legal_Officer""]"
112025_chunk_204,112025,"Chương XI
ĐIỀU KHOẢN THI HÀNH",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương XI,Mục 2,,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_205,112025,"Điều 115. Hiệu lực thi hành
1. Nghị định này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2016.
2. Nghị định số
45/2007/NĐ-CP
ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật kinh doanh bảo hiểm; Nghị định số
123/2011/NĐ-CP
ngày 28 tháng 12 năm 2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm và sửa đổi, bổ sung một số điều của Nghị định số
45/2007/NĐ-CP
ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật kinh doanh bảo hiểm; Nghị định số
68/2014/NĐ-CP
ngày 09 tháng 7 năm 2014 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số
45/2007/NĐ-CP
ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật kinh doanh bảo hiểm và Nghị định số
46/2007/NĐ-CP
ngày 27 tháng 3 năm 2007 của Chính phủ quy định chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm hết hiệu lực thi hành kể từ ngày Nghị định này có hiệu lực.",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương XI,Mục 2,Điều 115,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
112025_chunk_206,112025,"Điều 116. Trách nhiệm thi hành
Các Bộ trưởng, Thủ trưởng cơ quan ngang bộ, Thủ trưởng cơ quan thuộc Chính phủ, Chủ tịch Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương và các đối tượng áp dụng của Nghị định chịu trách nhiệm thi hành Nghị định này.
TM. CHÍNH PHỦ
THỦ TƯỚNG CHÍNH PHỦ
(Đã ký)
Nguyễn Xuân Phúc",content.csv,"Nghị định số 73/2016/NĐ-CP Quy định chi tiết thi hành Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm",Nghị định,Chương XI,Mục 2,Điều 116,,01/07/2016,Hết hiệu lực một phần,73/2016/NĐ-CP,Chính phủ,01/07/2016,Chưa phân loại,Tài chính,Nguyễn Xuân Phúc,Thủ tướng,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
169221_chunk_000,169221,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 43/2024/TT-NHNN
Hà Nội, ngày 09 tháng 8 năm 2024
THÔNG TƯ
Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10
tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn
việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước
___________________
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Pháp lệnh Ngoại hối ngày 13 tháng 12 năm 2005; Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013;
Căn cứ Nghị định số 50/2014/NĐ-CP ngày 20 tháng 5 năm 2014 của Chính phủ về quản lý dự trữ ngoại hối nhà nước;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước.",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,,,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
169221_chunk_001,169221,"Điều 1. Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,Điều 1,,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
169221_chunk_002,169221,"1. Sửa đổi, bổ sung một số điểm, khoản của Điều 3 như sau:
a) Sửa đổi, bổ sung điểm đ khoản 1 như sau:
“đ) Dự kiến về lượng ngoại hối can thiệp ròng trong năm và dự kiến về lượng ngoại hối sử dụng trong năm cho các yêu cầu đột xuất, cấp bách của Nhà nước.”
b) Sửa đổi, bổ sung khoản 2 như sau:
“2. Muộn nhất cuối quý I hằng năm hoặc sau khi có đủ cơ sở theo quy định tại khoản 1 Điều này, Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê xác định mức dự trữ ngoại hối nhà nước trong năm trình Thống đốc phê duyệt để báo cáo Thủ tướng Chính phủ.”
c) Sửa đổi, bổ sung điểm c khoản 3 như sau:
“c) Tình hình can thiệp và xu hướng can thiệp ròng trên thị trường trong nước, thị trường vàng trong nước.”",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,Điều 1,Khoản 1,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
169221_chunk_003,169221,"2. Sửa đổi, bổ sung điểm a khoản 1, khoản 2 và bổ sung khoản 6a vào Điều 4 như sau:
a) Sửa đổi, bổ sung điểm a khoản 1 như sau:
“a) Tiêu chuẩn lựa chọn đối tác đầu tư bao gồm: tiêu chuẩn lựa chọn đối tác gửi ngoại tệ và vàng; đối tác phát hành chứng khoán, giấy tờ có giá bằng ngoại tệ; đối tác giao dịch ngoại tệ và vàng; đối tác giao dịch chứng khoán, giấy tờ có giá; đối tác lưu ký chứng khoán, giấy tờ có giá và vàng; đối tác thực hiện ủy thác đầu tư và đối tác thực hiện các hình thức đầu tư khác trên thị trường quốc tế theo mức xếp hạng của các tổ chức xếp hạng tín nhiệm có uy tín trên thị trường quốc tế được Ngân hàng Nhà nước lựa chọn để tham chiếu;”
b) Sửa đổi, bổ sung khoản 2 như sau:
“2. Tiêu chuẩn lựa chọn đối tác thực hiện các nghiệp vụ quản lý dự trữ ngoại hối nhà nước khác bao gồm: đối tác xuất khẩu, nhập khẩu vàng; đối tác chuyển đổi vàng miếng sang vàng tiêu chuẩn quốc tế và các đối tác thực hiện các nghiệp vụ quản lý dự trữ ngoại hối nhà nước khác của Ngân hàng Nhà nước.”
c) Bổ sung khoản 6a như sau:
“6a. Trường hợp thị trường tài chính trong nước và quốc tế có biến động, trường hợp phương pháp đánh giá xếp hạng của các tổ chức xếp hạng tín nhiệm có uy tín trên thế giới có thay đổi và các trường hợp khác có ảnh hưởng tới việc tuân thủ tiêu chuẩn, hạn mức đầu tư dự trữ ngoại hối nhà nước, Cục Quản lý dự trữ ngoại hối nhà nước báo cáo Trưởng Ban Điều hành. Trên cơ sở chỉ đạo của Trưởng Ban điều hành, Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với các đơn vị có liên quan nghiên cứu, đề xuất phương án điều chỉnh tiêu chuẩn, hạn mức đầu tư dự trữ ngoại hối nhà nước và tiêu chuẩn lựa chọn đối tác thực hiện các nghiệp vụ quản lý dự trữ ngoại hối nhà nước khác báo cáo Trưởng Ban điều hành trình Thống đốc quyết định.”",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,Điều 1,Khoản 2,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
169221_chunk_004,169221,"3. Sửa đổi, bổ sung khoản 2, 3, 4 Điều 5 như sau:
“2. Cục Quản lý dự trữ ngoại hối nhà nước chủ trì, phối hợp với Vụ Chính sách tiền tệ, Vụ Quản lý ngoại hối và Vụ Dự báo, thống kê nghiên cứu và báo cáo Trưởng Ban Điều hành trình Thống đốc phê duyệt:
a) Bổ sung hình thức đầu tư khác trong từng thời kỳ;
b) Hướng dẫn đầu tư đối với hình thức ủy thác đầu tư và các hình thức đầu tư khác đã được Thống đốc phê duyệt theo quy định tại điểm a khoản này trong từng thời kỳ.",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,Điều 1,Khoản 3,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
169221_chunk_005,169221,"3. Căn cứ phê duyệt của Thống đốc về bổ sung hình thức đầu tư, Cục Quản lý dự trữ ngoại hối nhà nước bổ sung hình thức đầu tư khác vào cơ cấu đầu tư dự trữ ngoại hối chính thức trình Thống đốc quyết định. Trên cơ sở Quyết định cơ cấu đầu tư dự trữ ngoại hối chính thức của Thống đốc, Cục Quản lý dự trữ ngoại hối nhà nước bổ sung hình thức đầu tư khác vào phương án đầu tư dự trữ ngoại hối chính thức.",content.csv,"Thông tư số 43/2024/TT-NHNN sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt đọng quản lý dự trữ ngoại hối nhà nước.",Thông tư,,,Điều 1,Khoản 3,23/09/2024,Còn hiệu lực,43/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,09/08/2024,Quản lý ngoại hối,Ngân hàng,Phạm Thanh Hà,Phó Thống đốc,"[""Admin"", ""HR"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff"", ""Guest""]"
